title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
dimwishlist:item=3493494807&perks=1840239774,2749775325,1523832109,4293542123
dimwishlist:item=3493494807&perks=1840239774,2749775325,1523832109,3640170453
dimwishlist:item=3493494807&perks=1840239774,2749775325,1523832109,4198902903
dimwishlist:item=3493494807&perks=1840239774,2749775325,2869569095,4293542123
dimwishlist:item=3493494807&perks=1840239774,2749775325,2869569095,3640170453
dimwishlist:item=3493494807&perks=1840239774,2749775325,2869569095,4198902903

// Path of Least Resistance
//notes:[Tier]: A / [Notes]: great trace for tapping and using Voltshot, overall not very special though | tags: aegis endgame pve
dimwishlist:item=2827764482&perks=1840239774,2749775325,3700496672,2173046394
dimwishlist:item=2827764482&perks=1840239774,2749775325,1048183818,2173046394

// Incisor
//notes:[Tier]: B / [Notes]: one of the most precise Slice applicators in the game, otherwise basically useless | tags: aegis endgame pve
dimwishlist:item=4248997900&perks=1840239774,2749775325,923806249,831391274
dimwishlist:item=4248997900&perks=1840239774,2749775325,923806249,243981275
dimwishlist:item=1711056134&perks=1840239774,2749775325,923806249,831391274
dimwishlist:item=1711056134&perks=1840239774,2749775325,923806249,243981275
dimwishlist:item=2421180981&perks=1840239774,2749775325,923806249,831391274
dimwishlist:item=2421180981&perks=1840239774,2749775325,923806249,243981275
dimwishlist:item=2839600459&perks=1840239774,2749775325,923806249,831391274
dimwishlist:item=2839600459&perks=1840239774,2749775325,923806249,243981275

// Action Item
//notes:[Tier]: B / [Notes]: certainly a better stasis synergy trace than Appetence, not great with Harsh unfortunately | tags: aegis endgame pve
dimwishlist:item=527989828&perks=1840239774,2749775325,1955165503,2922950962
dimwishlist:item=527989828&perks=1840239774,2749775325,1955165503,124408337
dimwishlist:item=527989828&perks=1840239774,2749775325,1955165503,4198902903
dimwishlist:item=527989828&perks=1840239774,2749775325,3993379141,2922950962
dimwishlist:item=527989828&perks=1840239774,2749775325,3993379141,124408337
dimwishlist:item=527989828&perks=1840239774,2749775325,3993379141,4198902903
dimwishlist:item=527989828&perks=1840239774,2749775325,3523296417,2922950962
dimwishlist:item=527989828&perks=1840239774,2749775325,3523296417,124408337
dimwishlist:item=527989828&perks=1840239774,2749775325,3523296417,4198902903
dimwishlist:item=437854391&perks=1840239774,2749775325,1955165503,2922950962
dimwishlist:item=437854391&perks=1840239774,2749775325,1955165503,124408337
dimwishlist:item=437854391&perks=1840239774,2749775325,1955165503,4198902903
dimwishlist:item=437854391&perks=1840239774,2749775325,3993379141,2922950962
dimwishlist:item=437854391&perks=1840239774,2749775325,3993379141,124408337
dimwishlist:item=437854391&perks=1840239774,2749775325,3993379141,4198902903
dimwishlist:item=437854391&perks=1840239774,2749775325,3523296417,2922950962
dimwishlist:item=437854391&perks=1840239774,2749775325,3523296417,124408337
dimwishlist:item=437854391&perks=1840239774,2749775325,3523296417,4198902903
dimwishlist:item=437854390&perks=1840239774,2749775325,1955165503,2922950962
dimwishlist:item=437854390&perks=1840239774,2749775325,1955165503,124408337
dimwishlist:item=437854390&perks=1840239774,2749775325,1955165503,4198902903
dimwishlist:item=437854390&perks=1840239774,2749775325,3993379141,2922950962
dimwishlist:item=437854390&perks=1840239774,2749775325,3993379141,124408337
dimwishlist:item=437854390&perks=1840239774,2749775325,3993379141,4198902903
dimwishlist:item=437854390&perks=1840239774,2749775325,3523296417,2922950962
dimwishlist:item=437854390&perks=1840239774,2749775325,3523296417,124408337
dimwishlist:item=437854390&perks=1840239774,2749775325,3523296417,4198902903
dimwishlist:item=437854389&perks=1840239774,2749775325,1955165503,2922950962
dimwishlist:item=437854389&perks=1840239774,2749775325,1955165503,124408337
dimwishlist:item=437854389&perks=1840239774,2749775325,1955165503,4198902903
dimwishlist:item=437854389&perks=1840239774,2749775325,3993379141,2922950962
dimwishlist:item=437854389&perks=1840239774,2749775325,3993379141,124408337
dimwishlist:item=437854389&perks=1840239774,2749775325,3993379141,4198902903
dimwishlist:item=437854389&perks=1840239774,2749775325,3523296417,2922950962
dimwishlist:item=437854389&perks=1840239774,2749775325,3523296417,124408337
dimwishlist:item=437854389&perks=1840239774,2749775325,3523296417,4198902903
dimwishlist:item=437854388&perks=1840239774,2749775325,1955165503,2922950962
dimwishlist:item=437854388&perks=1840239774,2749775325,1955165503,124408337
dimwishlist:item=437854388&perks=1840239774,2749775325,1955165503,4198902903
dimwishlist:item=437854388&perks=1840239774,2749775325,3993379141,2922950962
dimwishlist:item=437854388&perks=1840239774,2749775325,3993379141,124408337
dimwishlist:item=437854388&perks=1840239774,2749775325,3993379141,4198902903
dimwishlist:item=437854388&perks=1840239774,2749775325,3523296417,2922950962
dimwishlist:item=437854388&perks=1840239774,2749775325,3523296417,124408337
dimwishlist:item=437854388&perks=1840239774,2749775325,3523296417,4198902903

// Edge Transit
//notes:[Tier]: S / [Notes]: sticky + Cascade + EL still the highest legendary heavy burst in the game, otherwise has good perks | tags: aegis endgame pve
dimwishlist:item=568611923&perks=3525010810,3301904089,3751912585,3194351027
dimwishlist:item=568611923&perks=3525010810,3301904089,3751912585,3078487919
dimwishlist:item=568611923&perks=3525010810,3301904089,2396489472,3194351027
dimwishlist:item=568611923&perks=3525010810,3301904089,2396489472,3078487919
dimwishlist:item=568611923&perks=3525010810,3373736292,3751912585,3194351027
dimwishlist:item=568611923&perks=3525010810,3373736292,3751912585,3078487919
dimwishlist:item=568611923&perks=3525010810,3373736292,2396489472,3194351027
dimwishlist:item=568611923&perks=3525010810,3373736292,2396489472,3078487919
dimwishlist:item=2228325504&perks=3525010810,3301904089,3751912585,3194351027
dimwishlist:item=2228325504&perks=3525010810,3301904089,3751912585,3078487919
dimwishlist:item=2228325504&perks=3525010810,3301904089,2396489472,3194351027
dimwishlist:item=2228325504&perks=3525010810,3301904089,2396489472,3078487919
dimwishlist:item=2228325504&perks=3525010810,3373736292,3751912585,3194351027
dimwishlist:item=2228325504&perks=3525010810,3373736292,3751912585,3078487919
dimwishlist:item=2228325504&perks=3525010810,3373736292,2396489472,3194351027
dimwishlist:item=2228325504&perks=3525010810,3373736292,2396489472,3078487919
dimwishlist:item=3736001863&perks=3525010810,3301904089,3751912585,3194351027
dimwishlist:item=3736001863&perks=3525010810,3301904089,3751912585,3078487919
dimwishlist:item=3736001863&perks=3525010810,3301904089,3751912585,1089671869
dimwishlist:item=3736001863&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=3736001863&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=3736001863&perks=3525010810,3301904089,3987942396,1089671869
dimwishlist:item=3736001863&perks=3525010810,3301904089,2396489472,3194351027
dimwishlist:item=3736001863&perks=3525010810,3301904089,2396489472,3078487919
dimwishlist:item=3736001863&perks=3525010810,3301904089,2396489472,1089671869
dimwishlist:item=3736001863&perks=3525010810,3373736292,3751912585,3194351027
dimwishlist:item=3736001863&perks=3525010810,3373736292,3751912585,3078487919
dimwishlist:item=3736001863&perks=3525010810,3373736292,3751912585,1089671869
dimwishlist:item=3736001863&perks=3525010810,3373736292,3987942396,3194351027
dimwishlist:item=3736001863&perks=3525010810,3373736292,3987942396,3078487919
dimwishlist:item=3736001863&perks=3525010810,3373736292,3987942396,1089671869
dimwishlist:item=3736001863&perks=3525010810,3373736292,2396489472,3194351027
dimwishlist:item=3736001863&perks=3525010810,3373736292,2396489472,3078487919
dimwishlist:item=3736001863&perks=3525010810,3373736292,2396489472,1089671869

// VS Chill Inhibitor
//notes:[Tier]: S / [Notes]: no sticky access, has better perks and origin than Edge Transit otherwise | tags: aegis endgame pve
dimwishlist:item=1762785662&perks=3525010810,3301904089,3751912585,3194351027
dimwishlist:item=1762785662&perks=3525010810,3301904089,3751912585,3708227201
dimwishlist:item=1762785662&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=1762785662&perks=3525010810,3301904089,3987942396,3708227201
dimwishlist:item=2452936817&perks=3525010810,3301904089,3751912585,3764420437
dimwishlist:item=2452936817&perks=3525010810,3301904089,3751912585,3194351027
dimwishlist:item=2452936817&perks=3525010810,3301904089,3751912585,3708227201
dimwishlist:item=2452936817&perks=3525010810,3301904089,3987942396,3764420437
dimwishlist:item=2452936817&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=2452936817&perks=3525010810,3301904089,3987942396,3708227201

// The Ever-Present
//notes:[Tier]: S / [Notes]: core Envious + good sustain perks on best frame | tags: aegis endgame pve
dimwishlist:item=3177074192&perks=3525010810,3301904089,3987942396,3764420437
dimwishlist:item=3177074192&perks=3525010810,3301904089,3987942396,1089671869
dimwishlist:item=3177074192&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=3177074192&perks=3525010810,332133599,3987942396,3764420437
dimwishlist:item=3177074192&perks=3525010810,332133599,3987942396,1089671869
dimwishlist:item=3177074192&perks=3525010810,332133599,3987942396,3078487919

// Koraxis's Distress
//notes:[Tier]: S / [Notes]: like the Ever-Present with Surrounded and worse origin trait | tags: aegis endgame pve
dimwishlist:item=2972949637&perks=3525010810,3301904089,3987942396,3640170453
dimwishlist:item=2972949637&perks=3525010810,3301904089,3987942396,3708227201
dimwishlist:item=2972949637&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=2972949637&perks=3525010810,3301904089,1523832109,3640170453
dimwishlist:item=2972949637&perks=3525010810,3301904089,1523832109,3708227201
dimwishlist:item=2972949637&perks=3525010810,3301904089,1523832109,3078487919
dimwishlist:item=2972949637&perks=3525010810,3301904089,2396489472,3640170453
dimwishlist:item=2972949637&perks=3525010810,3301904089,2396489472,3708227201
dimwishlist:item=2972949637&perks=3525010810,3301904089,2396489472,3078487919
dimwishlist:item=2972949637&perks=3525010810,332133599,3987942396,3640170453
dimwishlist:item=2972949637&perks=3525010810,332133599,3987942396,3708227201
dimwishlist:item=2972949637&perks=3525010810,332133599,3987942396,3078487919
dimwishlist:item=2972949637&perks=3525010810,332133599,1523832109,3640170453
dimwishlist:item=2972949637&perks=3525010810,332133599,1523832109,3708227201
dimwishlist:item=2972949637&perks=3525010810,332133599,1523832109,3078487919
dimwishlist:item=2972949637&perks=3525010810,332133599,2396489472,3640170453
dimwishlist:item=2972949637&perks=3525010810,332133599,2396489472,3708227201
dimwishlist:item=2972949637&perks=3525010810,332133599,2396489472,3078487919
dimwishlist:item=495442100&perks=3525010810,3301904089,3987942396,3640170453
dimwishlist:item=495442100&perks=3525010810,3301904089,3987942396,3708227201
dimwishlist:item=495442100&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=495442100&perks=3525010810,3301904089,1523832109,3640170453
dimwishlist:item=495442100&perks=3525010810,3301904089,1523832109,3708227201
dimwishlist:item=495442100&perks=3525010810,3301904089,1523832109,3078487919
dimwishlist:item=495442100&perks=3525010810,3301904089,2396489472,3640170453
dimwishlist:item=495442100&perks=3525010810,3301904089,2396489472,3708227201
dimwishlist:item=495442100&perks=3525010810,3301904089,2396489472,3078487919
dimwishlist:item=495442100&perks=3525010810,332133599,3987942396,3640170453
dimwishlist:item=495442100&perks=3525010810,332133599,3987942396,3708227201
dimwishlist:item=495442100&perks=3525010810,332133599,3987942396,3078487919
dimwishlist:item=495442100&perks=3525010810,332133599,1523832109,3640170453
dimwishlist:item=495442100&perks=3525010810,332133599,1523832109,3708227201
dimwishlist:item=495442100&perks=3525010810,332133599,1523832109,3078487919
dimwishlist:item=495442100&perks=3525010810,332133599,2396489472,3640170453
dimwishlist:item=495442100&perks=3525010810,332133599,2396489472,3708227201
dimwishlist:item=495442100&perks=3525010810,332133599,2396489472,3078487919

// Love and Death
//notes:[Tier]: S / [Notes]: potential for greatness on impact-compatible bosses, EL does nothing, good for adds | tags: aegis endgame pve
dimwishlist:item=3482299617&perks=3525010810,2822142346,3751912585,3764420437
dimwishlist:item=3482299617&perks=3525010810,2822142346,3751912585,3078487919
dimwishlist:item=3482299617&perks=3525010810,2822142346,3751912585,2396489472
dimwishlist:item=3482299617&perks=3525010810,2822142346,3987942396,3764420437
dimwishlist:item=3482299617&perks=3525010810,2822142346,3987942396,3078487919
dimwishlist:item=3482299617&perks=3525010810,2822142346,3987942396,2396489472
dimwishlist:item=3482299617&perks=3525010810,2822142346,2360347339,3764420437
dimwishlist:item=3482299617&perks=3525010810,2822142346,2360347339,3078487919
dimwishlist:item=3482299617&perks=3525010810,2822142346,2360347339,2396489472

// Outrageous Fortune
//notes:[Tier]: A / [Notes]: best frame + good sustained origin + Envious Arsenal and core damage perks | tags: aegis endgame pve
dimwishlist:item=4146673634&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=4146673634&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=4146673634&perks=3525010810,3301904089,4293542123,3078487919
dimwishlist:item=4146673634&perks=3525010810,3301904089,4293542123,3194351027

// Doomsday
//notes:[Tier]: A / [Notes]: like Outrageous but worse origin | tags: aegis endgame pve
dimwishlist:item=713132408&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=713132408&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=713132408&perks=3525010810,3301904089,3987942396,2396489472
dimwishlist:item=713132408&perks=3525010810,3301904089,243981275,3078487919
dimwishlist:item=713132408&perks=3525010810,3301904089,243981275,3194351027
dimwishlist:item=713132408&perks=3525010810,3301904089,243981275,2396489472

// Bitter/Sweet
//notes:[Tier]: A / [Notes]: like Outrageous but worse frame and situationally decent origin | tags: aegis endgame pve
dimwishlist:item=2599338625&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=2599338625&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=2599338625&perks=3525010810,3301904089,243981275,3078487919
dimwishlist:item=2599338625&perks=3525010810,3301904089,243981275,3194351027

// Cataphract GL3
//notes:[Tier]: A / [Notes]: like Bitter/Sweet but worse origin and Envious Assassin niche | tags: aegis endgame pve
dimwishlist:item=2738601016&perks=3525010810,3301904089,968510818,3078487919
dimwishlist:item=2738601016&perks=3525010810,3301904089,968510818,3194351027
dimwishlist:item=2738601016&perks=3525010810,3301904089,968510818,2396489472
dimwishlist:item=3805679279&perks=3525010810,3301904089,3987942396,3078487919
dimwishlist:item=3805679279&perks=3525010810,3301904089,3987942396,3194351027
dimwishlist:item=3805679279&perks=3525010810,3301904089,3987942396,2396489472
dimwishlist:item=3805679279&perks=3525010810,3301904089,968510818,3078487919
dimwishlist:item=3805679279&perks=3525010810,3301904089,968510818,3194351027
